flight_id,airline,source,destination,departure_time,arrival_time,duration,duration_minutes,route,is_anomaly,invalid_flight_id
SJ201,SpiceJet,BLR,DEL,2026-04-19T09:10:41.703Z,2026-04-19T11:12:41.703Z,1899-12-31 02:02:00.0000000,122,BLR - DEL,false,false
UK099,Vistara,BOM,MAA,2026-04-19T06:16:41.702Z,2026-04-19T10:24:41.702Z,1899-12-31 04:08:00.0000000,248,BOM - MAA,false,false
SJ136,SpiceJet,HYD,BLR,2026-04-19T05:45:41.702Z,2026-04-19T08:04:41.702Z,1899-12-31 02:19:00.0000000,139,HYD - BLR,false,false
6F104,IndiGo,CCU,BOM,2026-04-19T05:39:41.702Z,2026-04-19T06:14:41.702Z,1899-12-31 00:35:00.0000000,35,CCU - BOM,false,false
AI046,Unknown,DEL,BOM,2026-04-19T05:09:41.701Z,2026-04-19T08:00:41.701Z,1899-12-31 02:51:00.0000000,171,DEL - BOM,false,false
AI176,Air India,BLR,DEL,2026-04-19T04:20:41.703Z,2026-04-19T06:25:41.703Z,1899-12-31 02:05:00.0000000,125,BLR - DEL,false,false
SJ143,SpiceJet,DEL,BOM,2026-04-19T02:55:41.702Z,2026-04-19T03:52:41.702Z,1899-12-31 00:57:00.0000000,57,DEL - BOM,false,false
6F182,IndiGo,BOM,CCU,2026-04-19T02:10:41.703Z,2026-04-19T04:18:41.703Z,1899-12-31 02:08:00.0000000,128,BOM - CCU,false,false
6F015,IndiGo,BOM,CCU,2026-04-18T23:39:41.701Z,2026-04-19T02:27:41.701Z,1899-12-31 02:48:00.0000000,168,BOM - CCU,false,false
AI211,Air India,DEL,CCU,2026-04-18T23:34:41.703Z,2026-04-19T01:21:41.703Z,1899-12-31 01:47:00.0000000,107,DEL - CCU,false,false
SJ209,SpiceJet,BLR,BOM,2026-04-18T22:22:41.703Z,2026-04-19T02:03:41.703Z,1899-12-31 03:41:00.0000000,221,BLR - BOM,false,false
UK096,Vistara,BLR,HYD,2026-04-18T22:11:41.702Z,2026-04-19T00:06:41.702Z,1899-12-31 01:55:00.0000000,115,BLR - HYD,false,false
AI133,Air India,DEL,CCU,2026-04-18T19:12:41.702Z,2026-04-18T21:32:41.702Z,1899-12-31 02:20:00.0000000,140,DEL - CCU,false,false
SJ183,SpiceJet,CCU,DEL,2026-04-18T17:44:41.703Z,2026-04-18T19:40:41.703Z,1899-12-31 01:56:00.0000000,116,CCU - DEL,false,false
AI055,Air India,CCU,BOM,2026-04-18T14:39:41.701Z,2026-04-18T16:18:41.701Z,1899-12-31 01:39:00.0000000,99,CCU - BOM,false,false
AI090,Air India,MAA,CCU,2026-04-18T13:37:41.702Z,2026-04-18T16:11:41.702Z,1899-12-31 02:34:00.0000000,154,MAA - CCU,false,false
UK050,Vistara,BOM,DEL,2026-04-18T12:39:41.701Z,2026-04-18T13:18:41.701Z,1899-12-31 00:39:00.0000000,39,BOM - DEL,false,false
AI185,Air India,CCU,BOM,2026-04-18T12:16:41.703Z,2026-04-18T16:18:41.703Z,1899-12-31 04:02:00.0000000,242,CCU - BOM,false,false
6F144,IndiGo,HYD,BOM,2026-04-18T11:56:41.702Z,2026-04-18T15:11:41.702Z,1899-12-31 03:15:00.0000000,195,HYD - BOM,false,false
AI171,Air India,MAA,BLR,2026-04-18T10:51:41.703Z,2026-04-18T13:34:41.703Z,1899-12-31 02:43:00.0000000,163,MAA - BLR,false,false
UK151,Unknown,BOM,CCU,2026-04-18T10:11:41.703Z,2026-04-18T13:30:41.703Z,1899-12-31 03:19:00.0000000,199,BOM - CCU,false,false
SJ065,SpiceJet,MAA,BLR,2026-04-18T04:10:41.701Z,2026-04-18T06:54:41.701Z,1899-12-31 02:44:00.0000000,164,MAA - BLR,false,false
UK226,Vistara,MAA,HYD,2026-04-18T03:58:41.704Z,2026-04-18T05:01:41.704Z,1899-12-31 01:03:00.0000000,63,MAA - HYD,false,false
6F101,IndiGo,BOM,MAA,2026-04-18T03:18:41.702Z,2026-04-18T08:15:41.702Z,1899-12-31 04:57:00.0000000,297,BOM - MAA,false,false
6F159,IndiGo,CCU,BOM,2026-04-18T02:08:41.703Z,2026-04-18T02:43:41.703Z,1899-12-31 00:35:00.0000000,35,CCU - BOM,false,false
6F106,IndiGo,BOM,CCU,2026-04-18T00:10:41.702Z,2026-04-18T01:52:41.702Z,1899-12-31 01:42:00.0000000,102,BOM - CCU,false,false
AI157,Air India,BLR,CCU,2026-04-17T22:45:41.703Z,2026-04-18T01:33:41.703Z,1899-12-31 02:48:00.0000000,168,BLR - CCU,false,false
SJ031,SpiceJet,DEL,BOM,2026-04-17T21:20:41.701Z,2026-04-17T22:29:41.701Z,1899-12-31 01:09:00.0000000,69,DEL - BOM,false,false
AI142,Air India,BOM,DEL,2026-04-17T20:49:41.702Z,2026-04-17T23:03:41.702Z,1899-12-31 02:14:00.0000000,134,BOM - DEL,false,false
UK091,Vistara,CCU,BOM,2026-04-17T13:37:41.702Z,2026-04-17T17:31:41.702Z,1899-12-31 03:54:00.0000000,234,CCU - BOM,false,false
SJ019,SpiceJet,BLR,DEL,2026-04-17T13:07:41.701Z,2026-04-17T15:56:41.701Z,1899-12-31 02:49:00.0000000,169,BLR - DEL,false,false
AI080,Air India,BOM,HYD,2026-04-20T23:03:41.702Z,2026-04-21T00:35:41.702Z,1899-12-31 01:32:00.0000000,92,BOM - HYD,false,false
SJ239,SpiceJet,BOM,CCU,2026-04-20T22:24:41.704Z,2026-04-21T00:10:41.704Z,1899-12-31 01:46:00.0000000,106,BOM - CCU,false,false
SJ172,SpiceJet,CCU,DEL,2026-04-20T21:58:41.703Z,2026-04-21T01:14:41.703Z,1899-12-31 03:16:00.0000000,196,CCU - DEL,false,false
6F174,IndiGo,DEL,HYD,2026-04-20T21:36:41.703Z,2026-04-20T22:16:41.703Z,1899-12-31 00:40:00.0000000,40,DEL - HYD,false,false
UK004,Vistara,BOM,CCU,2026-04-20T17:56:41.700Z,2026-04-20T18:30:41.700Z,1899-12-31 00:34:00.0000000,34,BOM - CCU,false,false
UK074,Vistara,BOM,DEL,2026-04-20T16:44:41.702Z,2026-04-20T18:41:41.702Z,1899-12-31 01:57:00.0000000,117,BOM - DEL,false,false
UK109,Vistara,BLR,BOM,2026-04-20T16:06:41.702Z,2026-04-20T17:06:42.000Z,1899-12-31 01:00:00.2980000,60,BLR - BOM,false,false
UK089,Vistara,BOM,HYD,2026-04-20T15:38:41.702Z,2026-04-20T19:50:41.702Z,1899-12-31 04:12:00.0000000,252,BOM - HYD,false,false
6F123,IndiGo,DEL,HYD,2026-04-20T15:26:41.702Z,2026-04-20T17:12:41.702Z,1899-12-31 01:46:00.0000000,106,DEL - HYD,false,false
6F245,IndiGo,CCU,BOM,2026-04-20T15:25:41.701Z,2026-04-20T18:06:41.701Z,1899-12-31 02:41:00.0000000,161,CCU - BOM,false,false
6F181,IndiGo,BOM,MAA,2026-04-20T14:55:41.703Z,2026-04-20T16:43:41.703Z,1899-12-31 01:48:00.0000000,108,BOM - MAA,false,false
SJ085,SpiceJet,BLR,MAA,2026-04-20T14:41:41.702Z,2026-04-20T19:11:41.702Z,1899-12-31 04:30:00.0000000,270,BLR - MAA,false,false
AI030,Air India,CCU,HYD,2026-04-20T13:33:41.701Z,2026-04-20T16:52:41.701Z,1899-12-31 03:19:00.0000000,199,CCU - HYD,false,false
6F068,IndiGo,BLR,HYD,2026-04-20T11:17:41.701Z,2026-04-20T15:06:41.701Z,1899-12-31 03:49:00.0000000,229,BLR - HYD,false,false
AI146,Air India,BLR,DEL,2026-04-20T10:40:41.702Z,2026-04-20T13:46:41.702Z,1899-12-31 03:06:00.0000000,186,BLR - DEL,false,false
6F232,IndiGo,MAA,BLR,2026-04-20T10:39:41.704Z,2026-04-20T12:22:41.704Z,1899-12-31 01:43:00.0000000,103,MAA - BLR,false,false
UK087,Vistara,HYD,MAA,2026-04-20T09:49:41.702Z,2026-04-20T13:17:41.702Z,1899-12-31 03:28:00.0000000,208,HYD - MAA,false,false
AI088,Unknown,MAA,DEL,2026-04-20T06:34:41.702Z,2026-04-20T10:10:41.702Z,1899-12-31 03:36:00.0000000,216,MAA - DEL,false,false
AI158,Air India,CCU,DEL,2026-04-20T06:04:41.703Z,2026-04-20T09:01:41.703Z,1899-12-31 02:57:00.0000000,177,CCU - DEL,false,false
UK015,Vistara,BLR,BOM,2026-04-20T04:46:41.701Z,2026-04-20T06:33:41.701Z,1899-12-31 01:47:00.0000000,107,BLR - BOM,false,false
6F169,IndiGo,BOM,DEL,2026-04-20T03:27:41.703Z,2026-04-20T08:06:41.703Z,1899-12-31 04:39:00.0000000,279,BOM - DEL,false,false
SJ097,SpiceJet,BOM,CCU,2026-04-20T02:37:41.702Z,2026-04-20T05:27:41.702Z,1899-12-31 02:50:00.0000000,170,BOM - CCU,false,false
6F177,IndiGo,HYD,MAA,2026-04-20T02:03:41.703Z,2026-04-20T04:25:41.703Z,1899-12-31 02:22:00.0000000,142,HYD - MAA,false,false
6F058,IndiGo,BOM,CCU,2026-04-20T01:04:41.701Z,2026-04-20T03:33:41.701Z,1899-12-31 02:29:00.0000000,149,BOM - CCU,false,false
6F246,IndiGo,HYD,DEL,2026-04-19T21:00:41.702Z,2026-04-19T23:16:41.702Z,1899-12-31 02:16:00.0000000,136,HYD - DEL,false,false
6F202,IndiGo,HYD,BLR,2026-04-19T20:18:41.703Z,2026-04-19T23:48:41.703Z,1899-12-31 03:30:00.0000000,210,HYD - BLR,false,false
AI105,Air India,CCU,DEL,2026-04-19T20:16:41.702Z,2026-04-19T22:03:41.702Z,1899-12-31 01:47:00.0000000,107,CCU - DEL,false,false
SJ221,SpiceJet,MAA,HYD,2026-04-19T18:31:41.703Z,2026-04-19T23:17:41.703Z,1899-12-31 04:46:00.0000000,286,MAA - HYD,false,false
AI173,Air India,HYD,DEL,2026-04-19T17:36:41.703Z,2026-04-19T22:27:41.703Z,1899-12-31 04:51:00.0000000,291,HYD - DEL,false,false
SJ215,SpiceJet,CCU,DEL,2026-04-19T14:37:41.703Z,2026-04-19T16:12:41.703Z,1899-12-31 01:35:00.0000000,95,CCU - DEL,false,false
SJ173,SpiceJet,CCU,HYD,2026-04-19T14:27:41.703Z,2026-04-19T16:09:41.703Z,1899-12-31 01:42:00.0000000,102,CCU - HYD,false,false
SJ016,SpiceJet,HYD,CCU,2026-04-19T13:01:41.701Z,2026-04-19T16:26:41.701Z,1899-12-31 03:25:00.0000000,205,HYD - CCU,false,false
SJ175,SpiceJet,MAA,BLR,2026-04-19T12:46:41.703Z,2026-04-19T16:50:41.703Z,1899-12-31 04:04:00.0000000,244,MAA - BLR,false,false
SJ039,SpiceJet,MAA,BOM,2026-04-19T08:41:41.701Z,2026-04-19T12:08:41.701Z,1899-12-31 03:27:00.0000000,207,MAA - BOM,false,false
SJ021,SpiceJet,HYD,BLR,2026-04-19T05:48:41.701Z,2026-04-19T09:46:41.701Z,1899-12-31 03:58:00.0000000,238,HYD - BLR,false,false
UK174,Vistara,CCU,DEL,2026-04-19T05:27:41.703Z,2026-04-19T07:47:41.703Z,1899-12-31 02:20:00.0000000,140,CCU - DEL,false,false
AI002,Air India,HYD,BLR,2026-04-19T05:12:41.700Z,2026-04-19T07:12:41.700Z,1899-12-31 02:00:00.0000000,120,HYD - BLR,false,false
UK168,Vistara,BLR,CCU,2026-04-19T03:20:41.703Z,2026-04-19T04:09:41.703Z,1899-12-31 00:49:00.0000000,49,BLR - CCU,false,false
AI022,Air India,BOM,MAA,2026-04-19T03:15:41.701Z,2026-04-19T05:10:41.701Z,1899-12-31 01:55:00.0000000,115,BOM - MAA,false,false
AI134,Air India,HYD,BOM,2026-04-19T00:28:41.702Z,2026-04-19T04:23:41.702Z,1899-12-31 03:55:00.0000000,235,HYD - BOM,false,false
UK075,Vistara,MAA,CCU,2026-04-18T23:15:41.702Z,2026-04-19T03:54:41.702Z,1899-12-31 04:39:00.0000000,279,MAA - CCU,false,false
UK035,Vistara,HYD,BOM,2026-04-18T21:08:41.701Z,2026-04-18T22:24:41.701Z,1899-12-31 01:16:00.0000000,76,HYD - BOM,false,false
AI136,Air India,BLR,DEL,2026-04-18T20:29:41.702Z,2026-04-18T23:48:41.702Z,1899-12-31 03:19:00.0000000,199,BLR - DEL,false,false
AI238,Air India,CCU,MAA,2026-04-18T19:25:41.704Z,2026-04-19T00:07:41.704Z,1899-12-31 04:42:00.0000000,282,CCU - MAA,false,false
SJ133,SpiceJet,BOM,CCU,2026-04-18T18:50:41.702Z,2026-04-18T21:29:41.702Z,1899-12-31 02:39:00.0000000,159,BOM - CCU,false,false
SJ225,Unknown,DEL,HYD,2026-04-18T18:16:41.704Z,2026-04-18T20:53:41.704Z,1899-12-31 02:37:00.0000000,157,DEL - HYD,false,false
AI253,Air India,BLR,BOM,2026-04-18T16:13:41.704Z,2026-04-18T19:51:41.704Z,1899-12-31 03:38:00.0000000,218,BLR - BOM,false,false
AI109,Air India,BLR,BOM,2026-04-18T15:53:41.702Z,2026-04-18T20:14:41.702Z,1899-12-31 04:21:00.0000000,261,BLR - BOM,false,false
AI201,Air India,BLR,CCU,2026-04-18T15:19:41.703Z,2026-04-18T16:40:41.703Z,1899-12-31 01:21:00.0000000,81,BLR - CCU,false,false
UK117,Vistara,BLR,BOM,2026-04-18T13:17:41.702Z,2026-04-18T16:54:41.702Z,1899-12-31 03:37:00.0000000,217,BLR - BOM,false,false
6F203,IndiGo,BLR,HYD,2026-04-18T11:05:41.703Z,2026-04-18T12:56:41.703Z,1899-12-31 01:51:00.0000000,111,BLR - HYD,false,false
UK197,Vistara,BLR,HYD,2026-04-18T09:22:41.703Z,2026-04-18T10:54:41.703Z,1899-12-31 01:32:00.0000000,92,BLR - HYD,false,false
6F225,IndiGo,HYD,CCU,2026-04-18T07:33:41.704Z,2026-04-18T12:12:41.704Z,1899-12-31 04:39:00.0000000,279,HYD - CCU,false,false
SJ156,SpiceJet,BOM,DEL,2026-04-18T06:59:41.703Z,2026-04-18T07:34:41.703Z,1899-12-31 00:35:00.0000000,35,BOM - DEL,false,false
6F102,IndiGo,HYD,MAA,2026-04-18T01:10:41.702Z,2026-04-18T02:24:41.702Z,1899-12-31 01:14:00.0000000,74,HYD - MAA,false,false
6F096,IndiGo,MAA,BLR,2026-04-17T22:45:41.702Z,2026-04-18T02:58:41.702Z,1899-12-31 04:13:00.0000000,253,MAA - BLR,false,false
SJ157,SpiceJet,DEL,HYD,2026-04-17T22:11:41.703Z,2026-04-18T01:05:41.703Z,1899-12-31 02:54:00.0000000,174,DEL - HYD,false,false
6F216,IndiGo,BLR,DEL,2026-04-17T21:58:41.704Z,2026-04-18T02:51:41.704Z,1899-12-31 04:53:00.0000000,293,BLR - DEL,false,false
6F241,IndiGo,DEL,HYD,2026-04-17T18:27:41.704Z,2026-04-17T19:02:41.704Z,1899-12-31 00:35:00.0000000,35,DEL - HYD,false,false
6F093,IndiGo,CCU,DEL,2026-04-17T16:09:41.702Z,2026-04-17T20:00:41.702Z,1899-12-31 03:51:00.0000000,231,CCU - DEL,false,false
UK090,Vistara,HYD,MAA,2026-04-17T14:44:41.702Z,2026-04-17T17:24:41.702Z,1899-12-31 02:40:00.0000000,160,HYD - MAA,false,false
SJ244,SpiceJet,BLR,DEL,2026-04-17T13:51:41.704Z,2026-04-17T15:39:41.704Z,1899-12-31 01:48:00.0000000,108,BLR - DEL,false,false
UK195,Vistara,HYD,BOM,2026-04-17T13:35:41.703Z,2026-04-17T16:35:41.703Z,1899-12-31 03:00:00.0000000,180,HYD - BOM,false,false
UK107,Vistara,HYD,BOM,2026-04-17T13:09:41.702Z,2026-04-17T14:25:41.702Z,1899-12-31 01:16:00.0000000,76,HYD - BOM,false,false
6F099,IndiGo,MAA,DEL,2026-04-20T22:24:41.702Z,2026-04-20T22:59:41.702Z,1899-12-31 00:35:00.0000000,35,MAA - DEL,false,false
SJ153,SpiceJet,DEL,CCU,2026-04-20T20:37:41.702Z,2026-04-20T22:00:41.702Z,1899-12-31 01:23:00.0000000,83,DEL - CCU,false,false
SJ237,SpiceJet,BOM,CCU,2026-04-20T16:32:41.704Z,2026-04-20T19:00:41.704Z,1899-12-31 02:28:00.0000000,148,BOM - CCU,false,false
SJ034,SpiceJet,MAA,BOM,2026-04-20T15:20:41.701Z,2026-04-20T20:11:41.701Z,1899-12-31 04:51:00.0000000,291,MAA - BOM,false,false
SJ185,SpiceJet,BOM,CCU,2026-04-20T14:21:41.703Z,2026-04-20T15:21:41.703Z,1899-12-31 01:00:00.0000000,60,BOM - CCU,false,false
AI178,Air India,CCU,BLR,2026-04-20T13:04:41.703Z,2026-04-20T14:03:41.703Z,1899-12-31 00:59:00.0000000,59,CCU - BLR,false,false
AI038,Air India,HYD,MAA,2026-04-20T11:05:41.701Z,2026-04-20T15:44:41.701Z,1899-12-31 04:39:00.0000000,279,HYD - MAA,false,false
UK071,Vistara,DEL,HYD,2026-04-20T10:50:41.701Z,2026-04-20T14:06:41.701Z,1899-12-31 03:16:00.0000000,196,DEL - HYD,false,false
AI129,Air India,BOM,CCU,2026-04-20T10:29:41.702Z,2026-04-20T13:38:41.702Z,1899-12-31 03:09:00.0000000,189,BOM - CCU,false,false
AI159,Air India,HYD,BLR,2026-04-20T09:23:41.703Z,2026-04-20T11:36:41.703Z,1899-12-31 02:13:00.0000000,133,HYD - BLR,false,false
AI059,Air India,CCU,DEL,2026-04-20T09:16:41.701Z,2026-04-20T11:43:41.701Z,1899-12-31 02:27:00.0000000,147,CCU - DEL,false,false
AI044,Unknown,MAA,BLR,2026-04-20T09:03:41.701Z,2026-04-20T12:36:41.701Z,1899-12-31 03:33:00.0000000,213,MAA - BLR,false,false
AI175,Air India,BOM,HYD,2026-04-20T03:08:41.703Z,2026-04-20T06:55:41.703Z,1899-12-31 03:47:00.0000000,227,BOM - HYD,false,false
6F250,Unknown,CCU,BLR,2026-04-20T02:23:41.702Z,2026-04-20T02:56:41.702Z,1899-12-31 00:33:00.0000000,33,CCU - BLR,false,false
SJ057,SpiceJet,BOM,CCU,2026-04-20T02:17:41.701Z,2026-04-20T05:29:41.701Z,1899-12-31 03:12:00.0000000,192,BOM - CCU,false,false
SJ076,SpiceJet,DEL,MAA,2026-04-19T23:01:41.701Z,2026-04-20T02:02:41.701Z,1899-12-31 03:01:00.0000000,181,DEL - MAA,false,false
UK219,Vistara,BOM,HYD,2026-04-19T22:03:41.704Z,2026-04-20T02:21:41.704Z,1899-12-31 04:18:00.0000000,258,BOM - HYD,false,false
AI096,Air India,CCU,DEL,2026-04-19T21:48:41.702Z,2026-04-20T02:46:41.702Z,1899-12-31 04:58:00.0000000,298,CCU - DEL,false,false
UK044,Vistara,BLR,BOM,2026-04-19T20:31:41.701Z,2026-04-19T23:29:41.701Z,1899-12-31 02:58:00.0000000,178,BLR - BOM,false,false
SJ130,SpiceJet,BOM,DEL,2026-04-19T16:53:41.702Z,2026-04-19T20:53:41.702Z,1899-12-31 04:00:00.0000000,240,BOM - DEL,false,false
SJ182,SpiceJet,CCU,BOM,2026-04-19T16:48:41.703Z,2026-04-19T17:36:41.703Z,1899-12-31 00:48:00.0000000,48,CCU - BOM,false,false
AI161,Air India,CCU,BOM,2026-04-19T16:40:41.703Z,2026-04-19T19:40:41.703Z,1899-12-31 03:00:00.0000000,180,CCU - BOM,false,false
SJ187,SpiceJet,MAA,BLR,2026-04-19T14:07:41.703Z,2026-04-19T17:30:41.703Z,1899-12-31 03:23:00.0000000,203,MAA - BLR,false,false
AI190,Air India,BOM,CCU,2026-04-19T12:38:41.703Z,2026-04-19T15:56:41.703Z,1899-12-31 03:18:00.0000000,198,BOM - CCU,false,false
UK115,Vistara,BLR,BOM,2026-04-19T11:20:41.702Z,2026-04-19T13:20:42.000Z,1899-12-31 02:00:00.2980000,120,BLR - BOM,false,false
UK163,Vistara,DEL,HYD,2026-04-19T07:22:41.703Z,2026-04-19T09:04:41.703Z,1899-12-31 01:42:00.0000000,102,DEL - HYD,false,false
SJ064,SpiceJet,CCU,DEL,2026-04-19T06:29:41.701Z,2026-04-19T08:43:41.701Z,1899-12-31 02:14:00.0000000,134,CCU - DEL,false,false
6F212,IndiGo,BLR,CCU,2026-04-19T06:10:41.703Z,2026-04-19T10:52:41.703Z,1899-12-31 04:42:00.0000000,282,BLR - CCU,false,false
SJ053,SpiceJet,CCU,DEL,2026-04-19T05:00:41.701Z,2026-04-19T06:38:41.701Z,1899-12-31 01:38:00.0000000,98,CCU - DEL,false,false
UK070,Vistara,BOM,DEL,2026-04-19T04:36:41.701Z,2026-04-19T06:49:41.701Z,1899-12-31 02:13:00.0000000,133,BOM - DEL,false,false
UK031,Vistara,CCU,DEL,2026-04-19T03:45:41.701Z,2026-04-19T07:20:41.701Z,1899-12-31 03:35:00.0000000,215,CCU - DEL,false,false
UK046,Vistara,CCU,DEL,2026-04-19T03:37:41.701Z,2026-04-19T06:05:41.701Z,1899-12-31 02:28:00.0000000,148,CCU - DEL,false,false
AI243,Unknown,BLR,BOM,2026-04-19T02:50:41.704Z,2026-04-19T05:09:41.704Z,1899-12-31 02:19:00.0000000,139,BLR - BOM,false,false
UK157,Vistara,CCU,BOM,2026-04-19T02:41:41.703Z,2026-04-19T03:41:42.000Z,1899-12-31 01:00:00.2970000,60,CCU - BOM,false,false
6F262,Unknown,MAA,DEL,2026-04-19T01:44:41.702Z,2026-04-19T02:47:41.702Z,1899-12-31 01:03:00.0000000,63,MAA - DEL,false,false
UK119,Vistara,BOM,CCU,2026-04-19T00:21:41.702Z,2026-04-19T04:38:41.702Z,1899-12-31 04:17:00.0000000,257,BOM - CCU,false,false
AI070,Air India,CCU,DEL,2026-04-19T00:05:41.702Z,2026-04-19T01:44:41.702Z,1899-12-31 01:39:00.0000000,99,CCU - DEL,false,false
6F171,IndiGo,DEL,BLR,2026-04-18T17:03:41.703Z,2026-04-18T18:12:41.703Z,1899-12-31 01:09:00.0000000,69,DEL - BLR,false,false
AI197,Air India,BOM,CCU,2026-04-18T16:25:41.703Z,2026-04-18T20:00:41.703Z,1899-12-31 03:35:00.0000000,215,BOM - CCU,false,false
AI247,Air India,BOM,CCU,2026-04-18T15:58:41.704Z,2026-04-18T19:02:41.704Z,1899-12-31 03:04:00.0000000,184,BOM - CCU,false,false
AI057,Air India,BOM,CCU,2026-04-18T15:53:41.701Z,2026-04-18T19:22:41.701Z,1899-12-31 03:29:00.0000000,209,BOM - CCU,false,false
AI183,Air India,DEL,CCU,2026-04-18T14:24:41.703Z,2026-04-18T16:06:41.703Z,1899-12-31 01:42:00.0000000,102,DEL - CCU,false,false
SJ087,SpiceJet,BOM,DEL,2026-04-18T14:20:41.702Z,2026-04-18T19:09:41.702Z,1899-12-31 04:49:00.0000000,289,BOM - DEL,false,false
SJ111,SpiceJet,DEL,MAA,2026-04-18T11:47:41.702Z,2026-04-18T12:59:41.702Z,1899-12-31 01:12:00.0000000,72,DEL - MAA,false,false
UK128,Vistara,BOM,CCU,2026-04-18T11:22:41.702Z,2026-04-18T14:11:41.702Z,1899-12-31 02:49:00.0000000,169,BOM - CCU,false,false
6F165,IndiGo,BLR,BOM,2026-04-18T10:11:41.703Z,2026-04-18T11:09:41.703Z,1899-12-31 00:58:00.0000000,58,BLR - BOM,false,false
UK161,Vistara,BLR,BOM,2026-04-18T10:05:41.703Z,2026-04-18T12:48:41.703Z,1899-12-31 02:43:00.0000000,163,BLR - BOM,false,false
UK121,Vistara,BLR,BOM,2026-04-18T08:36:41.702Z,2026-04-18T12:36:41.702Z,1899-12-31 04:00:00.0000000,240,BLR - BOM,false,false
UK125,Vistara,HYD,BOM,2026-04-18T06:58:41.702Z,2026-04-18T11:44:41.702Z,1899-12-31 04:46:00.0000000,286,HYD - BOM,false,false
SJ230,SpiceJet,BOM,CCU,2026-04-18T06:22:41.704Z,2026-04-18T10:57:41.704Z,1899-12-31 04:35:00.0000000,275,BOM - CCU,false,false
SJ056,SpiceJet,HYD,DEL,2026-04-18T06:11:41.701Z,2026-04-18T07:10:41.701Z,1899-12-31 00:59:00.0000000,59,HYD - DEL,false,false
SJ137,SpiceJet,CCU,DEL,2026-04-18T06:08:41.702Z,2026-04-18T10:14:41.702Z,1899-12-31 04:06:00.0000000,246,CCU - DEL,false,false
SJ176,SpiceJet,DEL,BOM,2026-04-18T04:15:41.703Z,2026-04-18T06:17:41.703Z,1899-12-31 02:02:00.0000000,122,DEL - BOM,false,false
UK072,Vistara,BOM,BLR,2026-04-18T02:55:41.702Z,2026-04-18T05:55:42.000Z,1899-12-31 03:00:00.2980000,180,BOM - BLR,false,false
UK039,Vistara,HYD,BOM,2026-04-18T01:40:41.701Z,2026-04-18T02:53:41.701Z,1899-12-31 01:13:00.0000000,73,HYD - BOM,false,false
AI125,Unknown,CCU,DEL,2026-04-18T01:12:41.702Z,2026-04-18T04:51:41.702Z,1899-12-31 03:39:00.0000000,219,CCU - DEL,false,false
UK078,Vistara,BOM,HYD,2026-04-18T01:03:41.702Z,2026-04-18T04:32:41.702Z,1899-12-31 03:29:00.0000000,209,BOM - HYD,false,false
6F008,IndiGo,DEL,BOM,2026-04-18T00:14:41.701Z,2026-04-18T04:59:41.701Z,1899-12-31 04:45:00.0000000,285,DEL - BOM,false,false
AI065,Unknown,MAA,BLR,2026-04-18T00:09:41.701Z,2026-04-18T05:00:41.701Z,1899-12-31 04:51:00.0000000,291,MAA - BLR,false,false
6F108,IndiGo,DEL,HYD,2026-04-17T23:41:41.702Z,2026-04-18T03:23:41.702Z,1899-12-31 03:42:00.0000000,222,DEL - HYD,false,false
AI113,Air India,CCU,HYD,2026-04-17T21:21:41.702Z,2026-04-17T23:51:41.702Z,1899-12-31 02:30:00.0000000,150,CCU - HYD,false,false
6F242,IndiGo,BLR,MAA,2026-04-17T21:10:41.704Z,2026-04-18T01:04:41.704Z,1899-12-31 03:54:00.0000000,234,BLR - MAA,false,false
SJ037,SpiceJet,BLR,BOM,2026-04-17T19:14:41.701Z,2026-04-17T22:31:41.701Z,1899-12-31 03:17:00.0000000,197,BLR - BOM,false,false
SJ077,SpiceJet,BLR,MAA,2026-04-17T17:32:41.701Z,2026-04-17T19:40:41.701Z,1899-12-31 02:08:00.0000000,128,BLR - MAA,false,false
6F116,IndiGo,MAA,CCU,2026-04-17T16:43:41.702Z,2026-04-17T19:02:41.702Z,1899-12-31 02:19:00.0000000,139,MAA - CCU,false,false
AI212,Air India,DEL,CCU,2026-04-17T15:31:41.703Z,2026-04-17T20:13:41.703Z,1899-12-31 04:42:00.0000000,282,DEL - CCU,false,false
AI154,Air India,HYD,MAA,2026-04-17T15:25:41.703Z,2026-04-17T19:16:41.703Z,1899-12-31 03:51:00.0000000,231,HYD - MAA,false,false
6F204,IndiGo,DEL,CCU,2026-04-17T13:23:41.703Z,2026-04-17T16:04:41.703Z,1899-12-31 02:41:00.0000000,161,DEL - CCU,false,false
AI119,Air India,MAA,BLR,2026-04-17T13:15:41.702Z,2026-04-17T15:57:41.702Z,1899-12-31 02:42:00.0000000,162,MAA - BLR,false,false
UK027,Vistara,BOM,CCU,2026-04-20T22:44:41.701Z,2026-04-21T01:05:41.701Z,1899-12-31 02:21:00.0000000,141,BOM - CCU,false,false
AI220,Air India,BOM,DEL,2026-04-20T20:19:41.703Z,2026-04-20T21:57:41.703Z,1899-12-31 01:38:00.0000000,98,BOM - DEL,false,false
6F151,IndiGo,CCU,HYD,2026-04-20T19:44:41.703Z,2026-04-20T22:04:41.703Z,1899-12-31 02:20:00.0000000,140,CCU - HYD,false,false
UK010,Vistara,MAA,HYD,2026-04-20T17:53:41.701Z,2026-04-20T20:40:41.701Z,1899-12-31 02:47:00.0000000,167,MAA - HYD,false,false
